waves flux
4309.990299585503 0.0
4311.778524036003 41.39024498697102
4313.604188076121 -20.451815353378233
4314.9056451072265 52.13201136727939
4316.207150804313 19.076830369792287
4317.508635306439 -16.592490995069042
4318.810230974049 -6.299668258347506
4320.111841834737 -27.660222809292613
4321.4134546421965 35.34131046909272
4322.715110060313 7.086151922728538
4324.016823297898 -23.039953226472726
4325.3185364203655 114.1490301302977
4326.620271854305 84.4555088269799
4327.922050116146 -90.53647375147976
4329.223863665325 52.22328587851736
4330.525730687574 18.58789841985536
4331.82760231595 71.30097530695178
4333.1295324659 -34.55668332472885
4334.431354212785 37.17380521877026
4335.732923226702 -82.17337592034224
4337.03493616988 -16.065095366771814
4338.337139921141 -47.642821774786604
4339.639591119489 -84.82863463920458
4340.941711193519 3.120413699121959
4342.243839844215 10.817297428778538
4343.546199300739 -14.091860843249247
4344.848536737666 30.695399984878357
4346.150764087316 70.11691562726377
4347.453015991186 8.058912307882812
4349.046129269161 -35.14924987702751
4350.731074220039 -46.378512197563296
4352.137095875092 -30.565660177319234
4353.964596297812 -52.06381763478576
4355.267092366223 -3.875881467101358
4356.569570362707 26.239981250612143
4357.871935492477 37.53100511868186
4359.174316028991 60.651074492654075
4360.4768385951 -87.33253992154869
4361.779443793355 -78.4073451500602
4363.082055890477 -2.731109952079769
4364.384750003691 24.072839190454136
4365.687463688584 17.998646076346716
4366.990244349054 10.194494297904818
4368.293058600657 -34.20371366165935
4369.595860384718 -5.285665526588781
4370.898704942338 -28.15605877924914
4372.201606342737 -15.650547113081794
4373.504537777697 18.24012147829572
4374.807478407024 43.978455834441895
4376.110437920892 -6.531385556233414
4377.413442072658 18.507789236457054
4378.716460269365 6.658809132574061
4380.019515809527 39.07286948545558
4381.322583246923 -13.414564845157622
4382.625720046406 -10.40796408863532
4383.928875770552 -9.536090780005896
4385.232059517279 -45.116196558846056
4386.535270999649 32.281067722228784
4387.838525353299 -12.990522656407546
4389.4336294423765 -18.03823369610331
4390.841034829965 -16.29336410277631
4392.525904433613 39.86325178276413
4394.355199100934 6.338204461180957
4395.658637706883 -2.6307121535316504
4396.962120985954 44.00738110765776
4397.795722760003 3.113470785336318
4399.099204175329 -6.540869831562027
4400.519754239623 2.1802216832090533
4401.941688053494 22.75908878141726
4403.339678449153 8.45177938902152
4404.787373954189 17.15419211662294
4406.091027576323 -17.05269393609037
4407.3947304265785 -43.0516745580563
4408.698421929846 -2.28395806760989
4410.002171161171 2.6616784725861713
4411.305939646635 -13.392075170445896
4412.609734749775 13.460462895516137
4413.913554189941 -3.708211469048117
4415.340635418256 -2.84521379529787
4416.789005369322 16.003973351987224
4418.092925779537 2.7891687611065796
4419.396891573953 -3.1722314796174578
4420.700888491292 5.604259084200632
4422.004911973643 7.3506603337140035
4423.308965416392 9.152358275265298
4424.613045484247 -9.655624504140482
4425.917160291705 2.074991108267945
4427.221316780544 -0.5541268242407237
4428.5254707976555 -9.442667213683704
4429.829693835325 12.105973921927427
4431.248027511945 10.456089793451273
4432.609112852132 4.836036328913229
4434.117523520862 26.062593630408728
4435.6094756077955 -6.837021606031875
4436.91372573665 -4.5160413939754225
4438.218061431772 3.960908589329491
4439.522430597914 -2.6755372290594814
4440.82688245016 14.197500983447995
4442.131369687539 5.503845487808768
4443.553287508902 -7.081167852840343
4444.975971844576 -9.698742256361575
4446.374585961627 20.226962292097408
4447.823847872446 8.137692089577374
4449.128585410125 19.145022147404188
4450.433245146339 0.5749748105508496
4451.639651032377 -10.857907980672914
4453.042514097552 -30.13590824419596
4454.347409745922 8.793708536236398
4455.6522118389585 18.610356178202952
4457.079706289915 9.593433203861428
4458.529814995758 6.956701265889054
4459.834693716212 0.3458395197099751
4461.17205785653 16.45214692662486
4462.444550306132 -11.569593929201314
4463.749561634625 -15.172116949881088
4465.054596923802 -10.64232191587752
4466.359652567412 -6.909243430421011
4467.664724446012 8.398860494273746
4468.969840261432 -1.5149235906198066
4470.2749868546425 2.367165328128847
4471.5801642150045 -6.044742328134208
4472.885360642444 0.40247899553928884
4474.305402076944 23.677607333532336
4475.666830792859 -0.2638721112548245
4477.176782004034 -0.7420557183113017
4478.669294735621 -8.290682987383166
4479.974674538269 0.9346128338780921
4481.280072580696 -2.019393978368201
4482.585503785769 1.0490159725410066
4483.8909580104 4.570255483050657
4485.196447159169 10.074250515679918
4486.619732439119 5.950952412246521
4488.136904704029 -4.575843567587391
4489.587728387982 6.329411545936246
4490.893352961806 -1.895764494096351
4492.199020484658 5.284875446407214
4493.504694294581 -10.698092880781013
4494.810396412964 3.4262023361271603
4496.116141397102 -0.9959940407163982
4497.42189876329 -2.3402781192992
4498.727715450005 7.177227667830036
4500.1554821524805 -0.030404583753647924
4501.607490823786 6.668913893674528
4502.913391422537 -12.148404633714522
4504.2193212004295 3.1587900624387406
4505.525282916133 -2.2180838430086993
4506.831272021747 1.7608734523119374
4508.137290744398 12.952531948002353
4509.443341203695 5.33813616755633
4510.74941929912 -0.13596171715699767
4512.055536963151 9.149589192490204
4513.361677403494 -6.63205220486443
4514.667843435444 -5.952676194913249
4515.974049667451 -2.319485647119464
4517.280286057111 -4.49412160419414
4518.702202151804 3.2037488191698302
4520.269390678019 5.784837466713289
4521.762412997175 10.368794466211089
4523.068787343479 -6.2073346665868305
4524.375183279115 7.310722901088676
4525.681604721054 -3.0851352387810045
4526.9880666316885 2.7948712280933248
4528.294552763055 -3.621477793054048
4529.719010176287 3.2690735306184373
4531.143575067917 6.407428073073225
4532.543194632268 5.174575846735726
4533.995792426884 2.7729827502816295
4535.302440074955 6.0018983298304995
4536.609117642281 -2.139726833807521
