waveAng,fluxmaggies
1055.0,5.280109146049898e-10
1065.0,5.300584154619801e-10
1075.0,5.617273963976903e-10
1085.0,5.163783351271916e-10
1095.0,5.994059231066786e-10
1105.0,6.108414304342389e-10
1115.0,6.164743493560848e-10
1125.0,5.223504281247397e-10
1135.0,6.580587396236927e-10
1145.0,5.964350837542266e-10
1155.0,6.728302842161766e-10
1165.0,6.924163609315399e-10
1175.0,4.969811319452212e-10
1185.0,6.444771480635189e-10
1195.0,6.637965666918966e-10
1205.0,6.102011399314779e-10
1215.0,3.8460002770157643e-10
1225.0,6.292663867890641e-10
1235.0,6.442424943980967e-10
1245.0,8.718799487390082e-10
1255.0,8.3847125185347e-10
1265.0,8.288671238989812e-10
1275.0,9.037449913036165e-10
1285.0,9.327292505616e-10
1295.0,8.943659240264852e-10
1305.0,9.321944705925464e-10
1315.0,9.937435852842233e-10
1325.0,9.991820108187545e-10
1335.0,9.744218805801902e-10
1345.0,1.0582210134474998e-09
1355.0,1.05721296607748e-09
1365.0,1.0387515122725175e-09
1375.0,1.075380322482578e-09
1385.0,1.1224704680125408e-09
1395.0,1.1559950069371142e-09
1405.0,1.1653958244058854e-09
1415.0,1.168033854004161e-09
1425.0,1.1562747514420205e-09
1435.0,1.2027200753085615e-09
1442.0,1.2339912527987557e-09
1447.0,1.2502365719873883e-09
1455.0,1.2509559509238544e-09
1465.0,1.2572364807326741e-09
1475.0,1.2797317537156926e-09
1485.0,1.2961737285799914e-09
1495.0,1.3234745624744e-09
1505.0,1.3249910962255094e-09
1512.0,1.305376451187531e-09
1517.0,1.336183225234679e-09
1525.0,1.3222019114814305e-09
1535.0,1.3317333309925264e-09
1545.0,1.1874090722541337e-09
1555.0,1.405518738512149e-09
1565.0,1.37090869124103e-09
1575.0,1.3774634164274556e-09
1585.0,1.4409990220822672e-09
1595.0,1.4967384528327992e-09
1605.0,1.4968314303995552e-09
1615.0,1.5155085230606753e-09
1625.0,1.5130677588909222e-09
1635.0,1.5327698934004014e-09
1645.0,1.5850873248831621e-09
1655.0,1.5491299147203825e-09
1665.0,1.6111724730433362e-09
1672.0,1.5552643808509469e-09
1677.0,1.6080147888758931e-09
1685.0,1.6845542532775498e-09
1694.9999999999998,1.6647463366696303e-09
1705.0,1.6733605517644357e-09
1715.0,1.6757518551326707e-09
1724.9999999999998,1.6677367455910693e-09
1735.0,1.7526987891484214e-09
1745.0,1.7265134443636365e-09
1755.0000000000002,1.811293042089715e-09
1765.0,1.7644414665495245e-09
1775.0,1.7923270295397079e-09
1785.0000000000002,1.8428279203891568e-09
1795.0,1.902387103524165e-09
1804.9999999999998,1.9093850343332065e-09
1815.0,1.9065800430265294e-09
1825.0,1.9232477739130843e-09
1834.9999999999998,1.9370583778156937e-09
1845.0,1.900057206305319e-09
1855.0,1.914194645783686e-09
1865.0000000000002,1.954195865441784e-09
1875.0,2.0220181857783895e-09
1885.0,1.9398837316544712e-09
1895.0000000000002,1.8886007164639007e-09
1905.0,2.0517669539746154e-09
1914.9999999999998,2.0378997130734482e-09
1925.0000000000002,2.0580606345662284e-09
1935.0,2.08671592375081e-09
1944.9999999999998,2.1570701480805984e-09
1955.0,2.108122258628993e-09
1967.0,2.212397677128243e-09
1976.0,2.235313485571805e-09
1983.9999999999998,2.2147524383409463e-09
1995.0,2.215697769610556e-09
2005.0000000000002,2.224565133275757e-09
2015.0,2.255037882878148e-09
2025.0,2.2879246530782703e-09
2035.0000000000002,2.2739915848349802e-09
2045.0,2.337229489090236e-09
2055.0,2.34293223183781e-09
2065.0,2.3676361222884373e-09
2074.0,2.442486279005992e-09
2078.0,2.4110998881980294e-09
2085.0,2.425399630263754e-09
2095.0,2.4384884614982248e-09
2105.0,2.4707232359938293e-09
2115.0,2.4848897107119145e-09
2125.0,2.533283162927506e-09
2135.0,2.48892252312234e-09
2145.0,2.5495390070886334e-09
2155.0,2.583680939917449e-09
2165.0,2.5616659647108197e-09
2175.0,2.578386801749057e-09
2185.0,2.6058793209622124e-09
2195.0,2.682552218740428e-09
2205.0,2.6631817416878043e-09
2215.0,2.6287598361791473e-09
2225.0,2.6354497225794354e-09
2235.0,2.7468266405577282e-09
2245.0,2.7117434063082587e-09
2255.0,2.687684733438522e-09
2265.0,2.7103238938181333e-09
2275.0,2.7771181861268273e-09
2285.0,2.8313619596860974e-09
2295.0,2.782305904227984e-09
2305.0,2.8276137434873397e-09
2315.0,2.824034431898403e-09
2325.0,2.622812027440148e-09
2335.0,2.806844787000936e-09
2345.0,2.73511355086673e-09
2355.0,2.8824961867340532e-09
2365.0,2.789521264737158e-09
2375.0,2.8731190072946405e-09
2385.0,2.7603833475076512e-09
2395.0,2.872337595910706e-09
2405.0,2.854821129243409e-09
2415.0,2.895276017419221e-09
2425.0,3.0102981313157734e-09
2435.0,2.978314244207906e-09
2445.0,3.0686634926532505e-09
2455.0,3.0755337808288576e-09
2465.0,3.0781486541806367e-09
2475.0,3.047261138130753e-09
2485.0,3.087621474033607e-09
2495.0,3.0670795921831043e-09
2505.0,3.2264197530484534e-09
2513.0,3.09370798519136e-09
2518.0,3.094646416951732e-09
2525.0,3.0477693223520533e-09
2535.0,3.0872554122380604e-09
2545.0,3.113764791102536e-09
2555.0,3.251387491761494e-09
2565.0,3.2396645999950665e-09
2575.0,3.350258865370814e-09
2585.0,3.3669097429459893e-09
2595.0,3.3667276633868496e-09
2605.0,3.326324975449244e-09
2615.0,3.3190328817226126e-09
2625.0,3.425872549054725e-09
2635.0,3.5130322234340996e-09
2645.0,3.721957781516532e-09
2655.0,3.7911200890544956e-09
2665.0,3.671584968576739e-09
2675.0,3.769740230346117e-09
2685.0,3.826945628592963e-09
2695.0,3.729964717851598e-09
2705.0,3.806551195342208e-09
2715.0,3.7144882100604683e-09
2725.0,3.7236739403619445e-09
2735.0,3.848835302046632e-09
2745.0,3.6041106374197207e-09
2755.0,3.6963066246169233e-09
2765.0,3.83292592167411e-09
2775.0,3.9477995520436116e-09
2785.0,3.847797008638306e-09
2795.0,3.369119409420008e-09
2805.0,3.541102006564481e-09
2815.0,4.063797622059265e-09
2825.0,4.167697285440155e-09
2835.0,4.137637846372838e-09
2845.0,4.077855041572554e-09
2855.0,3.9558959371872104e-09
2865.0,4.2342507532062585e-09
2875.0,4.284493861317164e-09
2885.0,4.31559823356079e-09
2895.0,4.351711345900768e-09
2910.0,4.578397985675444e-09
2930.0,4.551018300627622e-09
2950.0,4.57318949466571e-09
2970.0,4.665528717537379e-09
2990.0,4.741813833879324e-09
3010.0,4.824723652821016e-09
3030.0,4.8877273226836776e-09
3050.0,4.968381116628208e-09
3070.0,5.006929238216821e-09
3090.0,5.064885503442768e-09
3110.0,5.129467972775722e-09
3130.0,5.145270157083797e-09
3150.0,5.197859233162911e-09
3170.0,5.3038520008960614e-09
3190.0,5.220458565545717e-09
3210.0,5.395346553188162e-09
3230.0,5.330627336097809e-09
3250.0,5.597678975530241e-09
3270.0,5.803948483152348e-09
3290.0,5.853902557241538e-09
3310.0,5.903915970112964e-09
3330.0,5.939826392023611e-09
3350.0,5.950578198813057e-09
3370.0,5.798767872721167e-09
3389.9999999999995,5.981562931204481e-09
3410.0,6.0901633871293495e-09
3430.0,6.249676525449678e-09
3449.9999999999995,6.333818685128809e-09
3470.0,6.425196891365176e-09
3490.0,6.573268258267873e-09
3510.0000000000005,6.73862153811776e-09
3530.0,6.701428291438729e-09
3550.0,6.9894887350434786e-09
3570.0000000000005,6.716781079289426e-09
3590.0,6.736161886348953e-09
3601.8274,6.629309770660233e-09
3602.7275,6.502377543038142e-09
3603.6279,7.084494242978487e-09
3604.5279999999993,7.101412534143777e-09
3605.4282,6.887578690264763e-09
3606.3286,7.098156349854853e-09
3607.2287,7.358942569688258e-09
3608.1291,7.2012925500146205e-09
3609.0292,6.733990958591327e-09
3609.9293,6.675446967044234e-09
3610.8297,6.727068573382177e-09
3611.7299,6.534573404113275e-09
3612.6302,7.029872558529506e-09
3613.5304000000006,6.396711856363641e-09
3614.4305000000004,6.3371958982729465e-09
3615.3309,6.987189329613223e-09
3616.2309999999998,7.354415156659592e-09
3617.1314000000007,7.431717426785056e-09
3618.0315000000005,7.17615259106863e-09
3618.9317,6.846007094360071e-09
3619.832,6.6769310616061624e-09
3620.7321999999995,6.75493597132754e-09
3621.6326000000004,6.9967087529905155e-09
3622.5327,7.3610679199513936e-09
3623.4327999999996,7.525727659357696e-09
3624.3331999999996,7.291602685328152e-09
3625.2333000000003,6.989922563548514e-09
3626.1337000000003,7.039970221195682e-09
3627.0339,7.401524719756697e-09
3627.934,7.698294297764753e-09
3628.8344,7.70697814458863e-09
3629.7345,7.072308839244149e-09
3630.6349,6.625393149416177e-09
3631.5349999999994,6.636633494505123e-09
3632.4351,6.824620847302254e-09
3633.3355,6.452888483635801e-09
3634.2357,6.86475740349085e-09
3635.1359999999995,7.207202423092397e-09
3636.0362,7.161697865439289e-09
3636.9363,7.242799848566115e-09
3637.8367,6.7813223485275695e-09
3638.7368,6.7009242219578234e-09
3639.6372,7.035753395133026e-09
3640.5373,7.079617372741773e-09
3641.4375,7.02566896037081e-09
3642.3379,6.859623677080119e-09
3643.238,6.680363603052565e-09
3644.1384,6.688583183031557e-09
3645.0385,6.7053680007955246e-09
3645.9386,6.71093430287161e-09
3646.839,7.118755396328987e-09
3647.7391,7.19436574866747e-09
3648.6395000000007,7.239916656201421e-09
3649.5397,7.423111272219928e-09
3650.4397999999997,7.351068176400332e-09
3651.3402000000006,7.2576725326034465e-09
3652.2403000000004,7.396955621540755e-09
3653.1407000000004,7.596758328805118e-09
3654.0407999999998,7.738866841206331e-09
3654.9409999999993,7.843929069247234e-09
3655.8413000000005,8.028507931483878e-09
3656.7415,7.886244374710584e-09
3657.6418999999996,7.750216529235514e-09
3658.5419999999995,7.809171939592615e-09
3659.4421,7.8844786580395e-09
3660.3425,7.730181146142242e-09
3661.2425999999996,7.107516591943524e-09
3662.1429999999996,7.766713230259164e-09
3663.0432,7.90077963277117e-09
3663.9433,7.615493463140106e-09
3664.8437,7.527764141163792e-09
3665.7438,7.578579004298116e-09
3666.6442,7.252408556985335e-09
3667.5443,7.351343693971003e-09
3668.4445,7.793987237911523e-09
3669.3448,7.699826680246099e-09
3670.245,7.67127887941067e-09
3671.1453,7.77806338066294e-09
3672.0455,7.728676659861634e-09
3672.9456,7.453972464025695e-09
3673.846,8.010436335720771e-09
3674.7461,7.494024165044999e-09
3675.6465,7.403691459288121e-09
3676.5466,7.406691697312278e-09
3677.4467999999997,7.265087451638517e-09
3678.3472000000006,7.773396185688718e-09
3679.2473000000005,7.863848197936752e-09
3680.1477,7.662882283225011e-09
3681.0478,7.474599143552168e-09
3681.9479000000006,7.2965426440019675e-09
3682.8483000000006,7.32840502100946e-09
3683.7485,7.676626921071677e-09
3684.6488,7.909064547428787e-09
3685.5489999999995,7.795904748683272e-09
3686.4491000000003,7.402157599982734e-09
3687.3495000000003,7.0805958451823744e-09
3688.2495999999996,7.089002712943907e-09
3689.1499999999996,7.647828594358527e-09
3690.0501000000004,8.173798850966367e-09
3690.9503,8.097700960841015e-09
3691.8507,7.676806845401204e-09
3692.7507999999993,7.52776669346733e-09
3693.6511999999993,7.947052018705841e-09
3694.5513,8.031247580532698e-09
3695.4514,8.052679672251971e-09
3696.3517999999995,8.041562975069587e-09
3697.252,7.817858505504176e-09
3698.1523,7.740000384972077e-09
3699.0525,7.895747646134054e-09
3699.9526,8.31812613342718e-09
3700.853,8.713600292134825e-09
3701.7531,8.649810950161106e-09
3702.6535,8.225100142041628e-09
3703.5536,7.785308686706692e-09
3704.4538,7.38043865654643e-09
3705.3541,7.28365423622054e-09
3706.2543000000005,7.48526783572165e-09
3707.1547,7.815887447885491e-09
3708.0548,8.13286273307626e-09
3708.9549000000006,8.274258241034635e-09
3709.8553000000006,8.074755236717526e-09
3710.7554,7.833979077666453e-09
3711.6558,7.642824797576179e-09
3712.5559999999996,7.530526952089371e-09
3713.4561000000003,7.849453739944011e-09
3714.3565000000003,8.287625448572205e-09
3715.2565999999997,8.815510285331095e-09
3716.1569999999997,9.173321408981312e-09
3717.0571000000004,9.263904787891142e-09
3717.9573,9.30715580826657e-09
3718.8576,9.000117595562278e-09
3719.7577999999994,8.362787855467384e-09
3720.6581999999994,7.750248329478298e-09
3721.5583,7.1737633640482715e-09
3722.4584,6.78731260938473e-09
3723.3587999999995,6.775404416303229e-09
3724.2588999999994,7.430501221203353e-09
3725.1593000000003,8.557792544366202e-09
3726.0595,9.220271857064868e-09
3726.9596,9.277791465163373e-09
3727.86,9.039294134631637e-09
3728.7601,9.042879446085494e-09
3729.6605,9.145133757161633e-09
3730.5606,9.223080075390698e-09
3731.4608,9.089494757557346e-09
3732.3611,8.677559618581827e-09
3733.2613,8.050349735336421e-09
3734.1617,7.180124134320569e-09
3735.0618,6.587505437658355e-09
3735.9619,6.619201508861348e-09
3736.8623,7.084537520069172e-09
3737.7624,7.560330315649302e-09
3738.6628,8.237368317391601e-09
3739.5630000000006,8.98617769336991e-09
3740.4631000000004,9.665196182498645e-09
3741.3635,1.0000463151742696e-08
3742.2635999999998,1.0031154112554105e-08
3743.1640000000007,9.819016140363274e-09
3744.0641000000005,9.451835786239372e-09
3744.9643,9.315958931404404e-09
3745.8646,9.1232251994395e-09
3746.7647999999995,8.767007685224504e-09
3747.6652000000004,8.606599734477174e-09
3748.5653,8.218985486513858e-09
3749.4653999999996,7.387996433922691e-09
3750.3657999999996,6.8441336906570954e-09
3751.2659000000003,7.121325694240349e-09
3752.1663000000003,7.939812088383264e-09
3753.0665,8.660916900268168e-09
3753.9666,9.091811327446383e-09
3754.867,9.62875001888982e-09
3755.7671,1.016240339812404e-08
3756.6675,1.039681189732228e-08
3757.5675999999994,1.0389908776237035e-08
3758.4678,9.910332968494663e-09
3759.3681,9.614536449066589e-09
3760.2683,9.841732111518006e-09
3761.1687,1.012262752893146e-08
3762.0688,1.0303291446770016e-08
3762.9689,1.0570330696906936e-08
3763.8693,1.062409238456413e-08
3764.7694,1.0426565782264378e-08
3765.6698,1.0316955288440496e-08
3766.5700000000006,1.0121683684553439e-08
3767.4701000000005,9.512607979338954e-09
3768.3705,9.07646578331954e-09
3769.2706,8.901192796656397e-09
3770.171,8.531771709830504e-09
3771.0711000000006,7.958435641094802e-09
3771.9713,7.519809958965134e-09
3772.8716,8.39025299305696e-09
3773.7717999999995,9.288428945913617e-09
3774.6722000000004,9.832663333369448e-09
3775.5723000000003,1.006511972113301e-08
3776.4723999999997,1.022792434303915e-08
3777.3727999999996,1.0527345737329073e-08
3778.2729000000004,1.0960459603850825e-08
3779.1733000000004,1.127043361437445e-08
3780.0735,1.1622121813073683e-08
3780.9735999999994,1.1930033286287462e-08
3781.8739999999993,1.2078744625160745e-08
3782.7741,1.2129411975585423e-08
3783.6745,1.2167972562814463e-08
3784.5745999999995,1.2248322703352571e-08
3785.4748,1.226732868160722e-08
3786.3751,1.1971844358415086e-08
3787.2753,1.1541136167376726e-08
3788.1757,1.1309611366992463e-08
3789.0758,1.11572922501681e-08
3789.9759,1.1104282921429833e-08
3790.8763,1.1027848016675638e-08
3791.7765,1.091793092846633e-08
3792.6768,1.0858914365336134e-08
3793.5770000000007,1.0629713133588155e-08
3794.4771000000005,1.0113423884847286e-08
3795.3775,9.486219587666107e-09
3796.2776,9.082586506108525e-09
3797.178,8.686707129649349e-09
3798.0781000000006,8.100821618242739e-09
3798.9782999999998,7.813157169743812e-09
3799.8786999999998,8.111702122649892e-09
3800.7787999999996,8.920409648634668e-09
3801.6792000000005,9.820311124220129e-09
3802.5793000000003,1.0368649979930343e-08
3803.4793999999997,1.0848942353100343e-08
3804.3797999999997,1.1440171857360488e-08
3805.28,1.177276862820588e-08
3806.1803000000004,1.1849642570639508e-08
3807.0804999999996,1.181904633055294e-08
3807.9805999999994,1.1877950854930548e-08
3808.8809999999994,1.2136957884018792e-08
3809.7811,1.2512814777631574e-08
3810.6815,1.2868628620216264e-08
3811.5815999999995,1.3015026615433967e-08
3812.4818,1.2888605386896072e-08
3813.3822,1.2567382648406476e-08
3814.2823,1.2247564788342668e-08
3815.1827,1.2125741091086195e-08
3816.0828,1.2124568383045902e-08
3816.9830000000006,1.2252422137762075e-08
3817.8833,1.2569745261368315e-08
3818.7835,1.2740767677904228e-08
3819.6837999999993,1.2513502957508029e-08
3820.584,1.1996947209938952e-08
3821.4841,1.1761511733521085e-08
3822.3845,1.1933103588851748e-08
3823.2846,1.2215282596453304e-08
3824.185,1.2179120368726657e-08
3825.0852000000004,1.1630110253851745e-08
3825.9853,1.1184931187521364e-08
3826.8857,1.1049277561311457e-08
3827.7858000000006,1.0894264033453118e-08
3828.6862000000006,1.060986266222885e-08
3829.5863,1.034511025314166e-08
3830.4864999999995,1.0231573990263439e-08
3831.3868000000007,1.0101875646692139e-08
3832.2870000000003,9.6338513789443e-09
3833.1874000000003,8.932974000764652e-09
3834.0874999999996,8.354237564192906e-09
3834.9875999999995,7.939715197155493e-09
3835.8880000000004,7.56765552869792e-09
3836.7881,7.434947433346404e-09
3837.6884999999997,8.197699691102698e-09
3838.5886999999993,8.710678757921759e-09
3839.4888,9.180640691016138e-09
3840.3892,9.701186062548223e-09
3841.2893,1.0100751102110532e-08
3842.1896999999994,1.0502722326031234e-08
3843.0898,1.1055500619119187e-08
3843.99,1.16531612096425e-08
3844.8904,1.2178564446592293e-08
3845.7905,1.2461933129911133e-08
3846.6909,1.2597768765237214e-08
3847.591,1.2785683637214663e-08
3848.4911,1.306333664433748e-08
3849.3915,1.3230229473361046e-08
3850.2916999999998,1.3158111006164438e-08
3851.192,1.3172466962562453e-08
3852.0922000000005,1.3388137640148802e-08
3852.9923,1.3596637988149373e-08
3853.8927,1.3797442211822563e-08
3854.7928000000006,1.3853815031346322e-08
3855.6932000000006,1.3781954465224653e-08
3856.5933,1.36049778312398e-08
3857.4934999999996,1.3519363357599516e-08
3858.3938999999996,1.3583187408796563e-08
3859.2940000000003,1.3503306372528828e-08
3860.1944000000003,1.3266919028362569e-08
3861.0944999999997,1.317372650632511e-08
3861.9947,1.3554243650952182e-08
3862.8950000000004,1.408026238304844e-08
3863.7952,1.4347332856265086e-08
3864.6956,1.4363422779927175e-08
3865.5956999999994,1.4220278517481513e-08
3866.4958,1.404587383659165e-08
3867.3962,1.3987734883126516e-08
3868.2963,1.4095793392431772e-08
3869.1966999999995,1.4139103956355534e-08
3870.0969,1.4099409687686954e-08
3870.997,1.3973780972286986e-08
3871.8974,1.3635851299382848e-08
3872.7975,1.3251999950390812e-08
3873.6979,1.302056945744513e-08
3874.598,1.3055680056813777e-08
3875.4982,1.3250006879021298e-08
3876.3985,1.344585466367665e-08
3877.2987,1.3270836239916897e-08
3878.1991,1.2710554462900275e-08
3879.0992,1.2192757407921848e-08
3879.9993,1.2087911964203812e-08
3880.8997,1.220609382433142e-08
3881.7999000000004,1.2088737401066394e-08
3882.7002,1.1646014203868223e-08
3883.6004,1.1258441408536587e-08
3884.5004999999996,1.1173816080293614e-08
3885.4009000000005,1.1003851889302102e-08
3886.3010000000004,1.0284408952699875e-08
3887.2014,9.495774034369351e-09
3888.1014999999998,8.870303080474383e-09
3889.0016999999993,8.234062017712115e-09
3889.9021000000002,7.787214188310566e-09
3890.8022,8.210715826235352e-09
3891.7025999999996,9.087917661732579e-09
3892.6026999999995,9.983997059920814e-09
3893.5029,1.05766636139857e-08
3894.4032,1.0936413346269136e-08
3895.3034,1.1197524673620138e-08
3896.2037999999993,1.1357916822249453e-08
3897.1039,1.1679612177216061e-08
3898.004,1.2184483502997807e-08
3898.9044,1.2415047131067796e-08
3899.8045,1.2400670441516172e-08
3900.7049,1.2520200939474986e-08
3901.6051000000007,1.2869211396275072e-08
3902.5052,1.322105903021775e-08
3903.4056,1.3327592890467314e-08
3904.3057,1.3485720217230651e-08
3905.2061,1.3661982390070763e-08
3906.1062,1.3551897001021717e-08
3907.0063999999998,1.345651637773794e-08
3907.9067999999997,1.3697407485766203e-08
3908.8069000000005,1.417854023790888e-08
3909.7073000000005,1.4550180407831663e-08
3910.6074,1.4726186462695455e-08
3911.5074999999997,1.491657058025074e-08
3912.4079000000006,1.5002546392188824e-08
3913.3081,1.4943049798554002e-08
3914.2084,1.4705882697278581e-08
3915.1085999999996,1.4624908971798274e-08
3916.0086999999994,1.4759780099901915e-08
3916.9091000000003,1.4737271403089783e-08
3917.8092,1.473263671961338e-08
3918.7095999999997,1.4744457334650888e-08
3919.6098,1.4630653617251652e-08
3920.5099,1.4491318577804816e-08
3921.4103,1.4324724286953152e-08
3922.3104,1.436289816625583e-08
3923.2107999999994,1.454467903471263e-08
3924.1109,1.4611757049972117e-08
3925.0111,1.461095571186414e-08
3925.9114,1.459578415177503e-08
3926.8116,1.439415499431037e-08
3927.712,1.409921947257977e-08
3928.6121,1.3839030455671926e-08
3929.5122,1.3463114124110657e-08
3930.4126,1.3011514794137081e-08
3931.3128000000006,1.2641333070660154e-08
3932.2131,1.2042607732496541e-08
3933.1133,1.1045264679668995e-08
3934.0134,1.0135178381515405e-08
3934.9138,9.96066652235871e-09
3935.8139000000006,1.0608352255829662e-08
3936.7143000000005,1.1706514206409213e-08
3937.6144,1.271715364381399e-08
3938.5145999999995,1.33413778929042e-08
3939.4150000000004,1.3743233779560805e-08
3940.3151000000003,1.400178372790223e-08
3941.2155,1.42512712788068e-08
3942.1155999999996,1.4410225392176634e-08
3943.0158,1.4440563072519098e-08
3943.9161000000004,1.4345695927081462e-08
3944.8163,1.4293436540951766e-08
3945.7166999999995,1.4508939799146745e-08
3946.6167999999993,1.4864093873304468e-08
3947.5169,1.5005214993270803e-08
3948.4173,1.4868786292798554e-08
3949.3173999999995,1.4749646351581831e-08
3950.2177999999994,1.4745888876387513e-08
3951.118,1.4861152403880096e-08
3952.0181,1.4861765158322019e-08
3952.9185,1.4648053898541924e-08
3953.8186,1.4418747502588055e-08
3954.719,1.4487491307922392e-08
3955.6191,1.4624000054432406e-08
3956.5193,1.4354764999608528e-08
3957.4197,1.3890747983052432e-08
3958.3198000000007,1.3627536212634137e-08
3959.2202000000007,1.3566434823255743e-08
3960.1203,1.3584177414395976e-08
3961.0204999999996,1.3341650129918356e-08
3961.9208,1.2646474891963208e-08
3962.8210000000004,1.1999452965960088e-08
3963.7214000000004,1.1666530334708148e-08
3964.6214999999997,1.1296657434254142e-08
3965.5215999999996,1.075668671075071e-08
3966.4220000000005,1.0013302137793965e-08
3967.3221000000003,8.9841858299021e-09
3968.2225,7.829727881478224e-09
3969.1226999999994,6.90529149888407e-09
3970.0228,6.4473353354631775e-09
3970.9232,6.55393564264478e-09
3971.8233,7.252271822408931e-09
3972.7236999999996,8.206801465218901e-09
3973.6237999999994,9.129541412294449e-09
3974.524,9.964642364699748e-09
3975.4244,1.0756876502116226e-08
3976.3245,1.1457651977181762e-08
3977.2249,1.1947359650039401e-08
3978.125,1.2364092804368358e-08
3979.0252,1.2821278209445252e-08
3979.9255,1.3282967344266847e-08
3980.8257,1.3650560820832113e-08
3981.7261,1.3909329174223947e-08
3982.6262000000006,1.395416727481984e-08
3983.5263,1.397518015611311e-08
3984.4267,1.4227355932240529e-08
3985.3268,1.4605088509900959e-08
3986.2272,1.4795939005125665e-08
3987.1274,1.4882464256988729e-08
3988.0274999999997,1.5029906780704784e-08
3988.9279000000006,1.5333712790870055e-08
3989.8280000000004,1.553680865237214e-08
